SO HD,NGAY,MA KH,TEN KH,MÃ NV,Tên NV,MÃ HH,TÊN SP,SL,ĐƠN GIÁ,THÀNH TIỀN,VAT,NHÃN HÀNG,CỬA HÀNG,HỆ THỐNG,20250831
25080006312,26/08/2025,COOP_F_NTBUP,Liên Hiệp HTX TM TP.HCM,NV0130,Nam Phương - 0333719804,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP FOOD NGUYEN THI BUP 101M,COOP FOOD,20250831
25080006313,26/08/2025,COOP_F_NTDANG,Liên Hiệp HTX TM TP.HCM,NV0130,Nam Phương - 0333719804,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP FOOD NGUYEN THI DANG 367,COOP FOOD,20250831
25080006318,26/08/2025,COOP_F_HVLONG70,Liên Hiệp HTX TM TP.HCM,NV0130,Nam Phương - 0333719804,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP FOOD HO VAN LONG 70,COOP FOOD,20250831
25080006187,21/08/2025,COOP_F_HTPHAT,Liên Hiệp HTX TM TP.HCM,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),18,36000,648000,712800,BAKING SODA,COOP FOOD HUYNH TAN PHAT,COOP FOOD,20250831
25080006208,22/08/2025,COOP_F_LBH,Liên Hiệp HTX TM TP.HCM,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),12,32400,388800,427680.00000000006,BAKING SODA,COOP FOOD LIEU BINH HUONG,COOP FOOD,20250831
25080006209,22/08/2025,COOP_F_NLONG,Liên Hiệp HTX TM TP.HCM,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),12,32400,388800,427680.00000000006,BAKING SODA,COOP FOOD KHU NAM LONG,COOP FOOD,20250831
25080006314,26/08/2025,COOP_F_LUX,Liên Hiệp HTX TM TP.HCM,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),18,36000,648000,712800,BAKING SODA,COOP FOOD CC LUXGARDEN,COOP FOOD,20250831
25080006386,28/08/2025,COOP_F_PHLAU,Liên Hiệp HTX TM TP.HCM,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),18,36000,648000,712800,BAKING SODA,COOP FOOD PHAM HUU LAU,COOP FOOD,20250831
25080005700,06/08/2025,VIN_KHO_HYEN,Chi Nhánh Hưng Yên  - Công Ty Cổ Phần Dịch Vụ Thương Mại  Tổng Hợp WinCommerce,NV0133,Thảo Nguyên - MT ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,VINMART HUNG YEN,VINMART,20250831
25080005702,06/08/2025,VIN_KHO_HYEN,Chi Nhánh Hưng Yên  - Công Ty Cổ Phần Dịch Vụ Thương Mại  Tổng Hợp WinCommerce,NV0133,Thảo Nguyên - MT ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),96,36000,3456000,3801600.0000000005,BAKING SODA,VINMART HUNG YEN,VINMART,20250831
25080005703,06/08/2025,VIN_BDUONG,CHI NHÁNH BÌNH DƯƠNG - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,NV0133,Thảo Nguyên - MT ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),1032,36000,37152000,40867200,BAKING SODA,VINMART BINH DUONG,VINMART,20250831
25080005705,06/08/2025,VIN_BDUONG,CHI NHÁNH BÌNH DƯƠNG - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,NV0133,Thảo Nguyên - MT ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),168,36000,6048000,6652800.000000001,BAKING SODA,VINMART BINH DUONG,VINMART,20250831
25080005710,06/08/2025,VIN_KHO_HYEN,Chi Nhánh Hưng Yên  - Công Ty Cổ Phần Dịch Vụ Thương Mại  Tổng Hợp WinCommerce,NV0133,Thảo Nguyên - MT ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),48,36000,1728000,1900800.0000000002,BAKING SODA,VINMART HUNG YEN,VINMART,20250831
25080005723,06/08/2025,VIN_KHO_DNANG,Chi Nhánh Đà Nẵng - Công Ty CP Dịch Vụ Thương Mại  Tổng Hợp WinCommerce,NV0133,Thảo Nguyên - MT ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),120,36000,4320000,4752000,BAKING SODA,VINMART KHO DA NANG,VINMART,20250831
25080005757,07/08/2025,VIN_KHO_HYEN,Chi Nhánh Hưng Yên  - Công Ty Cổ Phần Dịch Vụ Thương Mại  Tổng Hợp WinCommerce,NV0133,Thảo Nguyên - MT ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),132,36000,4752000,5227200,BAKING SODA,VINMART HUNG YEN,VINMART,20250831
25080005761,08/08/2025,VIN_BDUONG,CHI NHÁNH BÌNH DƯƠNG - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,NV0133,Thảo Nguyên - MT ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),72,36000,2592000,2851200,BAKING SODA,VINMART BINH DUONG,VINMART,20250831
25080005877,12/08/2025,VIN_BDUONG,CHI NHÁNH BÌNH DƯƠNG - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,NV0133,Thảo Nguyên - MT ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),1776,36000,63936000,70329600,BAKING SODA,VINMART BINH DUONG,VINMART,20250831
25080005879,12/08/2025,VIN_KHO_HYEN,Chi Nhánh Hưng Yên  - Công Ty Cổ Phần Dịch Vụ Thương Mại  Tổng Hợp WinCommerce,NV0133,Thảo Nguyên - MT ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,36000,864000,950400.0000000001,BAKING SODA,VINMART HUNG YEN,VINMART,20250831
25080005914,13/08/2025,VIN_KHO_HYEN,Chi Nhánh Hưng Yên  - Công Ty Cổ Phần Dịch Vụ Thương Mại  Tổng Hợp WinCommerce,NV0133,Thảo Nguyên - MT ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),120,36000,4320000,4752000,BAKING SODA,VINMART HUNG YEN,VINMART,20250831
25080005915,13/08/2025,VIN_KHO_HYEN,Chi Nhánh Hưng Yên  - Công Ty Cổ Phần Dịch Vụ Thương Mại  Tổng Hợp WinCommerce,NV0133,Thảo Nguyên - MT ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),2832,36000,101952000,112147200.00000001,BAKING SODA,VINMART HUNG YEN,VINMART,20250831
25080005918,13/08/2025,VIN_KHO_HYEN,Chi Nhánh Hưng Yên  - Công Ty Cổ Phần Dịch Vụ Thương Mại  Tổng Hợp WinCommerce,NV0133,Thảo Nguyên - MT ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),70,36000,2520000,2772000,BAKING SODA,VINMART HUNG YEN,VINMART,20250831
